starttime	seconds	ctime	dtime	ttime	wait
Sun Jan 03 12:41:45 2021	1609674105	103	931	1034	352
Sun Jan 03 12:41:42 2021	1609674102	111	924	1035	419
Sun Jan 03 12:41:43 2021	1609674103	115	920	1035	270
Sun Jan 03 12:41:47 2021	1609674107	105	931	1036	379
Sun Jan 03 12:41:44 2021	1609674104	112	924	1036	338
Sun Jan 03 12:41:44 2021	1609674104	101	936	1037	329
Sun Jan 03 12:41:54 2021	1609674114	105	932	1037	279
Sun Jan 03 12:41:56 2021	1609674116	105	932	1037	233
Sun Jan 03 12:42:00 2021	1609674120	104	935	1039	286
Sun Jan 03 12:41:56 2021	1609674116	111	928	1039	342
Sun Jan 03 12:42:01 2021	1609674121	118	921	1040	360
Sun Jan 03 12:41:45 2021	1609674105	120	920	1041	314
Sun Jan 03 12:41:57 2021	1609674117	108	933	1041	336
Sun Jan 03 12:41:53 2021	1609674113	107	934	1041	310
Sun Jan 03 12:41:49 2021	1609674109	104	939	1043	349
Sun Jan 03 12:41:46 2021	1609674106	99	944	1044	321
Sun Jan 03 12:41:55 2021	1609674115	114	930	1044	341
Sun Jan 03 12:41:44 2021	1609674104	115	929	1044	327
Sun Jan 03 12:41:42 2021	1609674102	105	940	1045	348
Sun Jan 03 12:41:58 2021	1609674118	98	948	1046	366
Sun Jan 03 12:41:44 2021	1609674104	138	909	1046	286
Sun Jan 03 12:42:04 2021	1609674124	122	925	1046	365
Sun Jan 03 12:41:44 2021	1609674104	114	933	1047	354
Sun Jan 03 12:41:55 2021	1609674115	104	943	1047	337
Sun Jan 03 12:41:42 2021	1609674102	105	942	1047	313
Sun Jan 03 12:41:46 2021	1609674106	102	945	1048	374
Sun Jan 03 12:41:42 2021	1609674102	103	945	1048	370
Sun Jan 03 12:42:02 2021	1609674122	104	944	1048	341
Sun Jan 03 12:42:02 2021	1609674122	107	941	1048	342
Sun Jan 03 12:41:56 2021	1609674116	113	936	1048	369
Sun Jan 03 12:42:01 2021	1609674121	105	944	1049	350
Sun Jan 03 12:42:01 2021	1609674121	101	949	1050	346
Sun Jan 03 12:41:49 2021	1609674109	106	944	1050	273
Sun Jan 03 12:42:00 2021	1609674120	104	946	1051	332
Sun Jan 03 12:42:04 2021	1609674124	104	946	1051	387
Sun Jan 03 12:41:43 2021	1609674103	121	930	1051	276
Sun Jan 03 12:41:56 2021	1609674116	105	947	1052	349
Sun Jan 03 12:41:58 2021	1609674118	114	938	1053	352
Sun Jan 03 12:41:47 2021	1609674107	105	948	1053	397
Sun Jan 03 12:41:50 2021	1609674110	107	947	1054	434
Sun Jan 03 12:41:47 2021	1609674107	118	936	1054	357
Sun Jan 03 12:41:55 2021	1609674115	112	942	1055	334
Sun Jan 03 12:41:44 2021	1609674104	104	951	1055	361
Sun Jan 03 12:41:54 2021	1609674114	112	943	1055	264
Sun Jan 03 12:41:42 2021	1609674102	106	950	1056	289
Sun Jan 03 12:42:00 2021	1609674120	103	954	1057	290
Sun Jan 03 12:41:55 2021	1609674115	112	946	1058	287
Sun Jan 03 12:41:44 2021	1609674104	102	957	1059	267
Sun Jan 03 12:41:49 2021	1609674109	105	954	1059	368
Sun Jan 03 12:41:50 2021	1609674110	109	951	1060	302
Sun Jan 03 12:41:58 2021	1609674118	107	953	1060	380
Sun Jan 03 12:41:55 2021	1609674115	115	945	1060	349
Sun Jan 03 12:42:00 2021	1609674120	112	948	1060	299
Sun Jan 03 12:41:50 2021	1609674110	115	946	1062	380
Sun Jan 03 12:42:04 2021	1609674124	110	952	1062	343
Sun Jan 03 12:42:02 2021	1609674122	104	957	1062	307
Sun Jan 03 12:41:48 2021	1609674108	104	959	1062	406
Sun Jan 03 12:41:46 2021	1609674106	104	959	1063	463
Sun Jan 03 12:42:00 2021	1609674120	110	955	1064	319
Sun Jan 03 12:41:48 2021	1609674108	107	959	1066	333
Sun Jan 03 12:41:51 2021	1609674111	111	955	1066	333
Sun Jan 03 12:41:48 2021	1609674108	112	955	1067	410
Sun Jan 03 12:41:58 2021	1609674118	104	964	1068	342
Sun Jan 03 12:41:56 2021	1609674116	114	955	1068	305
Sun Jan 03 12:41:49 2021	1609674109	103	965	1068	255
Sun Jan 03 12:41:43 2021	1609674103	107	962	1069	388
Sun Jan 03 12:42:03 2021	1609674123	118	952	1069	298
Sun Jan 03 12:41:44 2021	1609674104	113	956	1069	299
Sun Jan 03 12:41:53 2021	1609674113	106	964	1070	338
Sun Jan 03 12:41:59 2021	1609674119	114	956	1070	348
Sun Jan 03 12:41:43 2021	1609674103	104	971	1075	398
Sun Jan 03 12:42:02 2021	1609674122	114	961	1076	389
Sun Jan 03 12:41:48 2021	1609674108	103	972	1076	187
Sun Jan 03 12:41:47 2021	1609674107	116	960	1076	345
