starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 06 22:46:15 2021	1609969575	104	705	809	155
Wed Jan 06 22:46:14 2021	1609969574	109	737	846	194
Wed Jan 06 22:46:15 2021	1609969575	115	741	856	187
Wed Jan 06 22:46:15 2021	1609969575	106	750	856	201
Wed Jan 06 22:46:15 2021	1609969575	100	762	862	214
Wed Jan 06 22:46:15 2021	1609969575	106	785	890	246
Wed Jan 06 22:46:14 2021	1609969574	106	851	958	276
Wed Jan 06 22:46:13 2021	1609969573	110	863	972	249
Wed Jan 06 22:46:14 2021	1609969574	104	870	973	314
Wed Jan 06 22:46:14 2021	1609969574	114	873	987	300
Wed Jan 06 22:46:13 2021	1609969573	100	913	1013	251
Wed Jan 06 22:46:14 2021	1609969574	104	919	1023	324
Wed Jan 06 22:46:13 2021	1609969573	109	942	1051	438
Wed Jan 06 22:46:13 2021	1609969573	100	953	1053	433
Wed Jan 06 22:46:13 2021	1609969573	107	1074	1181	572
Wed Jan 06 22:46:13 2021	1609969573	108	1263	1371	643
Wed Jan 06 22:46:10 2021	1609969570	109	1552	1661	1143
Wed Jan 06 22:46:10 2021	1609969570	108	1554	1662	1144
Wed Jan 06 22:46:10 2021	1609969570	109	1556	1665	1143
Wed Jan 06 22:46:10 2021	1609969570	113	1587	1700	1140
Wed Jan 06 22:46:10 2021	1609969570	108	1623	1731	1146
Wed Jan 06 22:46:10 2021	1609969570	113	1638	1751	1141
Wed Jan 06 22:46:10 2021	1609969570	113	1791	1905	1343
Wed Jan 06 22:46:10 2021	1609969570	113	1809	1923	1344
Wed Jan 06 22:46:10 2021	1609969570	118	1842	1959	1340
Wed Jan 06 22:46:10 2021	1609969570	118	1842	1959	1340
Wed Jan 06 22:46:10 2021	1609969570	118	1874	1992	1364
Wed Jan 06 22:46:10 2021	1609969570	113	1899	2012	1384
Wed Jan 06 22:46:10 2021	1609969570	113	2048	2162	1548
Wed Jan 06 22:46:10 2021	1609969570	135	2126	2261	1622
Wed Jan 06 22:46:10 2021	1609969570	139	2444	2583	1878
Wed Jan 06 22:46:10 2021	1609969570	137	2446	2583	1871
Wed Jan 06 22:46:10 2021	1609969570	133	2468	2601	1961
Wed Jan 06 22:46:10 2021	1609969570	118	2576	2694	2074
Wed Jan 06 22:46:10 2021	1609969570	118	2632	2750	2131
Wed Jan 06 22:46:10 2021	1609969570	134	2691	2826	2181
Wed Jan 06 22:46:10 2021	1609969570	151	2723	2874	2211
Wed Jan 06 22:46:10 2021	1609969570	139	2977	3116	2472
Wed Jan 06 22:46:10 2021	1609969570	135	3017	3152	2503
Wed Jan 06 22:46:10 2021	1609969570	137	3200	3337	2680
Wed Jan 06 22:46:10 2021	1609969570	137	3200	3337	2698
Wed Jan 06 22:46:10 2021	1609969570	137	3214	3351	2700
Wed Jan 06 22:46:10 2021	1609969570	154	3217	3370	2693
Wed Jan 06 22:46:10 2021	1609969570	137	3234	3371	2714
Wed Jan 06 22:46:10 2021	1609969570	135	3269	3404	2766
Wed Jan 06 22:46:10 2021	1609969570	134	3296	3431	2784
Wed Jan 06 22:46:10 2021	1609969570	135	3296	3431	2789
Wed Jan 06 22:46:10 2021	1609969570	153	3313	3466	2802
Wed Jan 06 22:46:10 2021	1609969570	135	3359	3493	2818
Wed Jan 06 22:46:10 2021	1609969570	152	3359	3511	2861
Wed Jan 06 22:46:10 2021	1609969570	154	3360	3514	2862
Wed Jan 06 22:46:10 2021	1609969570	135	3405	3540	2895
Wed Jan 06 22:46:10 2021	1609969570	151	3443	3594	2928
Wed Jan 06 22:46:10 2021	1609969570	139	3541	3680	3001
Wed Jan 06 22:46:10 2021	1609969570	154	3570	3724	3053
Wed Jan 06 22:46:10 2021	1609969570	154	3581	3736	3080
Wed Jan 06 22:46:10 2021	1609969570	154	3594	3748	3081
Wed Jan 06 22:46:10 2021	1609969570	154	3599	3753	3097
Wed Jan 06 22:46:10 2021	1609969570	137	3623	3761	3114
Wed Jan 06 22:46:10 2021	1609969570	154	3618	3772	3114
Wed Jan 06 22:46:10 2021	1609969570	153	3656	3810	3150
Wed Jan 06 22:46:10 2021	1609969570	139	3695	3834	3187
Wed Jan 06 22:46:10 2021	1609969570	153	3717	3870	3222
Wed Jan 06 22:46:10 2021	1609969570	154	3834	3988	3323
Wed Jan 06 22:46:10 2021	1609969570	157	4188	4346	3686
Wed Jan 06 22:46:10 2021	1609969570	154	4400	4553	3896
Wed Jan 06 22:46:10 2021	1609969570	153	4413	4566	3907
Wed Jan 06 22:46:10 2021	1609969570	153	4421	4573	3920
Wed Jan 06 22:46:10 2021	1609969570	157	4685	4842	4184
Wed Jan 06 22:46:10 2021	1609969570	153	4826	4979	4374
Wed Jan 06 22:46:10 2021	1609969570	157	4954	5110	4449
Wed Jan 06 22:46:10 2021	1609969570	154	5042	5196	4539
Wed Jan 06 22:46:10 2021	1609969570	154	5180	5334	4679
Wed Jan 06 22:46:10 2021	1609969570	154	5272	5426	4768
Wed Jan 06 22:46:10 2021	1609969570	157	5269	5426	4761
Wed Jan 06 22:46:10 2021	1609969570	153	5732	5885	5228
Wed Jan 06 22:46:10 2021	1609969570	157	5784	5942	5277
Wed Jan 06 22:46:10 2021	1609969570	157	6023	6180	5513
Wed Jan 06 22:46:10 2021	1609969570	155	6070	6225	5563
Wed Jan 06 22:46:10 2021	1609969570	157	6098	6255	5592
Wed Jan 06 22:46:10 2021	1609969570	157	6143	6300	5634
Wed Jan 06 22:46:10 2021	1609969570	157	6189	6346	5683
Wed Jan 06 22:46:10 2021	1609969570	155	6192	6347	5687
Wed Jan 06 22:46:10 2021	1609969570	157	6348	6505	5840
Wed Jan 06 22:46:10 2021	1609969570	157	6372	6529	5865
