starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 06 22:39:14 2021	1609969154	104	2796	2900	2278
Wed Jan 06 22:39:53 2021	1609969193	114	2807	2921	2304
Wed Jan 06 22:39:06 2021	1609969146	133	2794	2927	2292
Wed Jan 06 22:39:14 2021	1609969154	118	2823	2941	2310
Wed Jan 06 22:39:53 2021	1609969193	116	2862	2978	2357
Wed Jan 06 22:39:53 2021	1609969193	106	2873	2979	2368
Wed Jan 06 22:39:06 2021	1609969146	135	2854	2989	2350
Wed Jan 06 22:39:14 2021	1609969154	118	2880	2998	2383
Wed Jan 06 22:39:11 2021	1609969151	117	2900	3017	2378
Wed Jan 06 22:39:06 2021	1609969146	142	2896	3037	2390
Wed Jan 06 22:39:06 2021	1609969146	142	2896	3037	2387
Wed Jan 06 22:39:53 2021	1609969193	112	2931	3043	2419
Wed Jan 06 22:39:06 2021	1609969146	154	2914	3068	2408
Wed Jan 06 22:39:14 2021	1609969154	107	2970	3077	2471
Wed Jan 06 22:39:53 2021	1609969193	103	3002	3105	2499
Wed Jan 06 22:39:21 2021	1609969161	102	3013	3115	2515
Wed Jan 06 22:39:53 2021	1609969193	116	3000	3116	2498
Wed Jan 06 22:39:54 2021	1609969194	113	3009	3123	1438
Wed Jan 06 22:39:14 2021	1609969154	104	3030	3134	2419
Wed Jan 06 22:39:53 2021	1609969193	121	3014	3135	2511
Wed Jan 06 22:39:50 2021	1609969190	112	3032	3144	2520
Wed Jan 06 22:39:53 2021	1609969193	118	3028	3146	2521
Wed Jan 06 22:39:53 2021	1609969193	104	3053	3157	2549
Wed Jan 06 22:39:14 2021	1609969154	100	3058	3157	2556
Wed Jan 06 22:39:18 2021	1609969158	109	3074	3184	2569
Wed Jan 06 22:39:15 2021	1609969155	112	3078	3190	2577
Wed Jan 06 22:39:21 2021	1609969161	111	3080	3191	2579
Wed Jan 06 22:39:20 2021	1609969160	113	3081	3194	2580
Wed Jan 06 22:39:06 2021	1609969146	153	3045	3197	2582
Wed Jan 06 22:39:06 2021	1609969146	142	3056	3198	2593
Wed Jan 06 22:39:15 2021	1609969155	112	3087	3199	2581
Wed Jan 06 22:39:52 2021	1609969192	105	3097	3202	2597
Wed Jan 06 22:39:06 2021	1609969146	154	3058	3211	2580
