starttime	seconds	ctime	dtime	ttime	wait
Fri Jan 08 16:28:42 2021	1610119722	159	594	753	207
Fri Jan 08 16:28:38 2021	1610119718	141	612	753	597
Fri Jan 08 16:28:50 2021	1610119730	134	620	754	620
Fri Jan 08 16:28:56 2021	1610119736	136	618	754	616
Fri Jan 08 16:28:41 2021	1610119721	145	609	755	609
Fri Jan 08 16:28:42 2021	1610119722	151	604	755	446
Fri Jan 08 16:28:40 2021	1610119720	163	592	755	591
Fri Jan 08 16:28:56 2021	1610119736	131	624	755	622
Fri Jan 08 16:28:37 2021	1610119717	129	627	755	621
Fri Jan 08 16:28:45 2021	1610119725	170	585	756	453
Fri Jan 08 16:28:42 2021	1610119722	140	617	757	461
Fri Jan 08 16:28:53 2021	1610119733	146	612	759	602
Fri Jan 08 16:28:31 2021	1610119711	149	610	759	602
Fri Jan 08 16:28:44 2021	1610119724	157	602	759	592
Fri Jan 08 16:28:51 2021	1610119731	146	614	760	517
Fri Jan 08 16:28:51 2021	1610119731	151	609	760	510
Fri Jan 08 16:28:38 2021	1610119718	155	605	760	605
Fri Jan 08 16:28:56 2021	1610119736	138	623	761	623
Fri Jan 08 16:28:41 2021	1610119721	163	600	763	583
Fri Jan 08 16:28:41 2021	1610119721	148	615	763	600
Fri Jan 08 16:28:51 2021	1610119731	160	603	763	602
Fri Jan 08 16:28:55 2021	1610119735	152	612	764	608
Fri Jan 08 16:28:53 2021	1610119733	161	604	765	604
Fri Jan 08 16:28:45 2021	1610119725	159	606	765	386
Fri Jan 08 16:28:35 2021	1610119715	131	634	765	634
Fri Jan 08 16:28:52 2021	1610119732	136	629	765	626
Fri Jan 08 16:28:45 2021	1610119725	141	624	766	520
Fri Jan 08 16:28:37 2021	1610119717	148	617	766	617
Fri Jan 08 16:28:35 2021	1610119715	141	625	766	608
Fri Jan 08 16:28:51 2021	1610119731	132	634	766	516
Fri Jan 08 16:28:53 2021	1610119733	143	624	767	624
Fri Jan 08 16:28:35 2021	1610119715	154	613	767	613
Fri Jan 08 16:28:30 2021	1610119710	144	624	768	455
Fri Jan 08 16:28:46 2021	1610119726	146	622	768	622
Fri Jan 08 16:28:53 2021	1610119733	163	605	768	604
Fri Jan 08 16:28:40 2021	1610119720	148	620	768	619
Fri Jan 08 16:28:39 2021	1610119719	139	630	769	240
Fri Jan 08 16:28:32 2021	1610119712	148	622	769	273
Fri Jan 08 16:28:39 2021	1610119719	134	635	769	625
Fri Jan 08 16:28:51 2021	1610119731	132	641	773	638
Fri Jan 08 16:28:51 2021	1610119731	150	623	773	493
Fri Jan 08 16:28:51 2021	1610119731	142	631	773	285
Fri Jan 08 16:28:34 2021	1610119714	139	634	773	622
Fri Jan 08 16:28:28 2021	1610119708	158	616	774	406
Fri Jan 08 16:28:51 2021	1610119731	150	624	774	492
Fri Jan 08 16:28:31 2021	1610119711	133	641	774	641
Fri Jan 08 16:28:56 2021	1610119736	136	640	777	640
Fri Jan 08 16:28:48 2021	1610119728	162	616	778	433
Fri Jan 08 16:28:58 2021	1610119738	169	610	778	609
Fri Jan 08 16:28:50 2021	1610119730	143	636	779	625
Fri Jan 08 16:28:49 2021	1610119729	162	617	779	616
Fri Jan 08 16:28:45 2021	1610119725	147	633	780	509
Fri Jan 08 16:28:30 2021	1610119710	127	654	781	445
Fri Jan 08 16:28:49 2021	1610119729	138	643	781	639
Fri Jan 08 16:28:41 2021	1610119721	157	625	782	614
Fri Jan 08 16:28:42 2021	1610119722	125	657	782	466
Fri Jan 08 16:28:49 2021	1610119729	141	643	783	641
Fri Jan 08 16:28:39 2021	1610119719	155	629	785	575
Fri Jan 08 16:28:52 2021	1610119732	135	650	785	650
Fri Jan 08 16:28:33 2021	1610119713	141	644	785	643
Fri Jan 08 16:28:54 2021	1610119734	164	622	786	537
Fri Jan 08 16:28:30 2021	1610119710	129	658	787	448
Fri Jan 08 16:28:54 2021	1610119734	136	653	789	562
Fri Jan 08 16:28:31 2021	1610119711	142	648	789	643
Fri Jan 08 16:28:37 2021	1610119717	130	660	789	659
Fri Jan 08 16:28:30 2021	1610119710	141	648	790	433
Fri Jan 08 16:28:58 2021	1610119738	144	647	791	647
Fri Jan 08 16:28:58 2021	1610119738	142	651	792	651
Fri Jan 08 16:28:33 2021	1610119713	132	662	793	661
Fri Jan 08 16:28:31 2021	1610119711	153	640	793	632
Fri Jan 08 16:28:51 2021	1610119731	151	643	794	279
Fri Jan 08 16:28:39 2021	1610119719	145	652	797	545
Fri Jan 08 16:28:51 2021	1610119731	144	653	797	494
Fri Jan 08 16:28:51 2021	1610119731	132	665	797	532
Fri Jan 08 16:28:42 2021	1610119722	160	638	798	632
Fri Jan 08 16:28:37 2021	1610119717	145	653	798	651
Fri Jan 08 16:28:51 2021	1610119731	151	647	798	517
Fri Jan 08 16:28:38 2021	1610119718	141	658	800	640
Fri Jan 08 16:28:38 2021	1610119718	144	656	800	649
Fri Jan 08 16:28:37 2021	1610119717	144	656	800	655
Fri Jan 08 16:28:30 2021	1610119710	126	674	800	436
Fri Jan 08 16:28:31 2021	1610119711	153	647	800	632
Fri Jan 08 16:28:39 2021	1610119719	136	665	800	539
Fri Jan 08 16:28:42 2021	1610119722	148	654	801	471
Fri Jan 08 16:28:54 2021	1610119734	150	652	802	544
Fri Jan 08 16:28:30 2021	1610119710	131	673	804	435
Fri Jan 08 16:28:51 2021	1610119731	136	669	805	571
Fri Jan 08 16:28:36 2021	1610119716	150	657	807	486
Fri Jan 08 16:28:47 2021	1610119727	141	666	807	666
Fri Jan 08 16:28:39 2021	1610119719	154	655	810	556
Fri Jan 08 16:28:43 2021	1610119723	155	655	810	654
Fri Jan 08 16:28:33 2021	1610119713	143	667	810	666
Fri Jan 08 16:28:50 2021	1610119730	152	660	811	643
Fri Jan 08 16:28:39 2021	1610119719	139	673	812	555
Fri Jan 08 16:28:39 2021	1610119719	145	667	812	545
Fri Jan 08 16:28:30 2021	1610119710	133	679	812	663
Fri Jan 08 16:28:47 2021	1610119727	138	675	813	675
Fri Jan 08 16:28:54 2021	1610119734	132	681	813	578
Fri Jan 08 16:28:39 2021	1610119719	139	675	814	562
Fri Jan 08 16:28:30 2021	1610119710	151	664	815	441
Fri Jan 08 16:28:37 2021	1610119717	147	670	817	659
Fri Jan 08 16:28:56 2021	1610119736	147	671	818	663
Fri Jan 08 16:28:48 2021	1610119728	149	670	819	669
Fri Jan 08 16:28:40 2021	1610119720	148	671	819	671
Fri Jan 08 16:28:58 2021	1610119738	152	670	821	669
Fri Jan 08 16:28:51 2021	1610119731	155	668	823	551
Fri Jan 08 16:28:39 2021	1610119719	143	681	823	672
Fri Jan 08 16:28:54 2021	1610119734	140	684	824	579
Fri Jan 08 16:28:58 2021	1610119738	145	680	825	666
Fri Jan 08 16:28:47 2021	1610119727	136	689	825	681
Fri Jan 08 16:28:51 2021	1610119731	146	680	826	552
Fri Jan 08 16:28:32 2021	1610119712	142	684	826	684
Fri Jan 08 16:28:54 2021	1610119734	131	695	826	577
Fri Jan 08 16:28:54 2021	1610119734	132	697	829	568
Fri Jan 08 16:28:38 2021	1610119718	126	703	829	703
Fri Jan 08 16:28:43 2021	1610119723	139	691	830	691
Fri Jan 08 16:28:43 2021	1610119723	133	697	831	697
Fri Jan 08 16:28:51 2021	1610119731	157	675	831	576
Fri Jan 08 16:28:28 2021	1610119708	157	675	832	675
Fri Jan 08 16:28:49 2021	1610119729	147	686	832	685
Fri Jan 08 16:28:57 2021	1610119737	141	691	833	678
Fri Jan 08 16:28:39 2021	1610119719	143	690	834	617
Fri Jan 08 16:28:51 2021	1610119731	142	694	836	232
Fri Jan 08 16:28:31 2021	1610119711	146	692	838	691
Fri Jan 08 16:28:49 2021	1610119729	149	689	838	669
Fri Jan 08 16:28:58 2021	1610119738	142	696	838	696
Fri Jan 08 16:28:54 2021	1610119734	152	687	839	597
Fri Jan 08 16:28:54 2021	1610119734	144	695	839	602
Fri Jan 08 16:28:29 2021	1610119709	137	706	843	706
Fri Jan 08 16:28:47 2021	1610119727	135	708	843	703
Fri Jan 08 16:28:49 2021	1610119729	128	715	843	693
Fri Jan 08 16:28:39 2021	1610119719	146	699	845	691
Fri Jan 08 16:28:54 2021	1610119734	139	707	846	621
Fri Jan 08 16:28:45 2021	1610119725	145	701	846	692
Fri Jan 08 16:28:54 2021	1610119734	151	696	847	565
Fri Jan 08 16:28:54 2021	1610119734	137	710	847	578
Fri Jan 08 16:28:54 2021	1610119734	153	695	848	572
Fri Jan 08 16:28:48 2021	1610119728	143	707	849	705
Fri Jan 08 16:28:56 2021	1610119736	161	688	849	688
Fri Jan 08 16:28:41 2021	1610119721	148	703	851	695
Fri Jan 08 16:28:39 2021	1610119719	132	720	852	592
Fri Jan 08 16:28:46 2021	1610119726	126	726	852	722
Fri Jan 08 16:28:35 2021	1610119715	133	721	854	715
Fri Jan 08 16:28:37 2021	1610119717	167	688	855	669
Fri Jan 08 16:28:57 2021	1610119737	140	716	856	693
Fri Jan 08 16:28:46 2021	1610119726	126	730	856	717
Fri Jan 08 16:28:38 2021	1610119718	135	722	857	708
Fri Jan 08 16:28:43 2021	1610119723	141	718	858	702
Fri Jan 08 16:28:42 2021	1610119722	142	717	859	717
Fri Jan 08 16:28:45 2021	1610119725	134	729	862	706
Fri Jan 08 16:28:37 2021	1610119717	149	716	865	716
Fri Jan 08 16:28:42 2021	1610119722	148	720	868	720
Fri Jan 08 16:28:29 2021	1610119709	137	731	868	718
Fri Jan 08 16:28:49 2021	1610119729	142	734	876	722
Fri Jan 08 16:28:58 2021	1610119738	133	744	878	742
Fri Jan 08 16:28:45 2021	1610119725	133	750	883	750
Fri Jan 08 16:28:48 2021	1610119728	138	749	887	749
Fri Jan 08 16:28:49 2021	1610119729	128	760	888	760
Fri Jan 08 16:28:35 2021	1610119715	133	757	890	745
Fri Jan 08 16:28:48 2021	1610119728	144	746	890	732
Fri Jan 08 16:28:24 2021	1610119704	136	761	897	738
Fri Jan 08 16:28:24 2021	1610119704	136	761	897	758
Fri Jan 08 16:28:46 2021	1610119726	127	775	902	775
Fri Jan 08 16:28:51 2021	1610119731	140	765	905	764
Fri Jan 08 16:28:35 2021	1610119715	146	759	905	743
Fri Jan 08 16:28:31 2021	1610119711	163	743	906	740
Fri Jan 08 16:28:54 2021	1610119734	143	763	906	598
Fri Jan 08 16:28:49 2021	1610119729	141	766	906	761
Fri Jan 08 16:28:49 2021	1610119729	138	768	906	768
Fri Jan 08 16:28:28 2021	1610119708	138	770	908	770
Fri Jan 08 16:28:49 2021	1610119729	160	749	909	749
Fri Jan 08 16:28:28 2021	1610119708	139	772	911	771
Fri Jan 08 16:28:57 2021	1610119737	141	770	911	752
Fri Jan 08 16:28:56 2021	1610119736	127	786	913	780
Fri Jan 08 16:28:39 2021	1610119719	154	759	913	648
Fri Jan 08 16:28:48 2021	1610119728	133	782	915	777
Fri Jan 08 16:28:39 2021	1610119719	162	753	915	751
Fri Jan 08 16:28:51 2021	1610119731	150	767	917	766
Fri Jan 08 16:28:41 2021	1610119721	137	782	919	781
Fri Jan 08 16:28:56 2021	1610119736	148	774	922	757
Fri Jan 08 16:28:39 2021	1610119719	134	788	922	787
Fri Jan 08 16:28:49 2021	1610119729	134	794	928	779
Fri Jan 08 16:28:53 2021	1610119733	152	777	929	777
Fri Jan 08 16:28:42 2021	1610119722	134	796	931	796
Fri Jan 08 16:28:30 2021	1610119710	132	801	933	796
Fri Jan 08 16:28:28 2021	1610119708	151	784	935	784
Fri Jan 08 16:28:30 2021	1610119710	144	792	936	791
Fri Jan 08 16:28:30 2021	1610119710	141	794	936	794
Fri Jan 08 16:28:58 2021	1610119738	138	800	938	783
Fri Jan 08 16:28:48 2021	1610119728	152	792	943	791
Fri Jan 08 16:28:34 2021	1610119714	146	797	943	797
Fri Jan 08 16:28:39 2021	1610119719	137	812	949	800
Fri Jan 08 16:28:28 2021	1610119708	141	813	954	813
Fri Jan 08 16:28:29 2021	1610119709	243	714	957	714
Fri Jan 08 16:28:48 2021	1610119728	143	818	960	817
Fri Jan 08 16:28:29 2021	1610119709	138	826	964	814
Fri Jan 08 16:28:34 2021	1610119714	140	824	964	810
Fri Jan 08 16:28:49 2021	1610119729	133	831	965	819
Fri Jan 08 16:28:49 2021	1610119729	155	810	965	809
Fri Jan 08 16:28:34 2021	1610119714	145	820	965	820
Fri Jan 08 16:28:51 2021	1610119731	165	801	966	799
Fri Jan 08 16:28:28 2021	1610119708	157	811	969	800
Fri Jan 08 16:28:36 2021	1610119716	154	815	970	811
Fri Jan 08 16:28:43 2021	1610119723	146	829	975	828
Fri Jan 08 16:28:57 2021	1610119737	127	848	975	843
Fri Jan 08 16:28:39 2021	1610119719	153	839	992	838
Fri Jan 08 16:28:35 2021	1610119715	141	850	992	850
Fri Jan 08 16:28:39 2021	1610119719	148	844	992	838
Fri Jan 08 16:28:38 2021	1610119718	140	855	995	855
Fri Jan 08 16:28:32 2021	1610119712	146	855	1001	854
Fri Jan 08 16:28:33 2021	1610119713	159	842	1001	842
Fri Jan 08 16:28:39 2021	1610119719	140	862	1002	850
Fri Jan 08 16:28:48 2021	1610119728	143	861	1004	861
Fri Jan 08 16:28:44 2021	1610119724	146	860	1006	858
Fri Jan 08 16:28:45 2021	1610119725	149	859	1007	844
Fri Jan 08 16:28:30 2021	1610119710	146	863	1009	863
Fri Jan 08 16:28:35 2021	1610119715	146	866	1011	853
Fri Jan 08 16:28:45 2021	1610119725	145	869	1014	869
Fri Jan 08 16:28:34 2021	1610119714	152	863	1015	852
Fri Jan 08 16:28:32 2021	1610119712	130	886	1016	886
Fri Jan 08 16:28:54 2021	1610119734	140	879	1019	877
Fri Jan 08 16:28:29 2021	1610119709	141	880	1021	880
Fri Jan 08 16:28:54 2021	1610119734	152	874	1026	868
Fri Jan 08 16:28:57 2021	1610119737	157	873	1030	873
Fri Jan 08 16:28:39 2021	1610119719	147	884	1031	883
Fri Jan 08 16:28:28 2021	1610119708	147	885	1032	882
Fri Jan 08 16:28:30 2021	1610119710	144	893	1037	893
Fri Jan 08 16:28:35 2021	1610119715	142	896	1038	876
Fri Jan 08 16:28:32 2021	1610119712	147	897	1043	896
Fri Jan 08 16:28:35 2021	1610119715	155	890	1045	880
Fri Jan 08 16:28:56 2021	1610119736	134	911	1045	899
Fri Jan 08 16:28:32 2021	1610119712	161	886	1047	886
Fri Jan 08 16:28:28 2021	1610119708	143	906	1049	890
Fri Jan 08 16:28:39 2021	1610119719	138	914	1052	912
Fri Jan 08 16:28:32 2021	1610119712	147	908	1055	905
Fri Jan 08 16:28:38 2021	1610119718	140	920	1059	919
Fri Jan 08 16:28:28 2021	1610119708	148	915	1062	903
Fri Jan 08 16:28:32 2021	1610119712	138	926	1064	925
Fri Jan 08 16:28:42 2021	1610119722	140	924	1064	922
Fri Jan 08 16:28:48 2021	1610119728	152	913	1065	910
Fri Jan 08 16:28:28 2021	1610119708	129	938	1066	938
Fri Jan 08 16:28:28 2021	1610119708	143	927	1070	911
Fri Jan 08 16:28:35 2021	1610119715	166	906	1073	894
Fri Jan 08 16:28:28 2021	1610119708	140	934	1074	928
Fri Jan 08 16:28:45 2021	1610119725	144	931	1075	931
Fri Jan 08 16:28:45 2021	1610119725	161	914	1076	914
Fri Jan 08 16:28:32 2021	1610119712	168	908	1076	908
Fri Jan 08 16:28:42 2021	1610119722	139	938	1077	937
Fri Jan 08 16:28:38 2021	1610119718	126	954	1080	934
Fri Jan 08 16:28:34 2021	1610119714	132	949	1080	949
Fri Jan 08 16:28:28 2021	1610119708	142	944	1086	934
Fri Jan 08 16:28:45 2021	1610119725	139	951	1090	931
Fri Jan 08 16:28:32 2021	1610119712	150	942	1091	933
Fri Jan 08 16:28:54 2021	1610119734	138	955	1093	954
Fri Jan 08 16:28:54 2021	1610119734	140	953	1093	952
Fri Jan 08 16:28:45 2021	1610119725	150	944	1093	942
Fri Jan 08 16:28:42 2021	1610119722	146	952	1099	952
Fri Jan 08 16:28:45 2021	1610119725	148	952	1100	952
Fri Jan 08 16:28:45 2021	1610119725	148	954	1102	954
Fri Jan 08 16:28:57 2021	1610119737	140	965	1105	950
Fri Jan 08 16:28:39 2021	1610119719	148	958	1105	957
Fri Jan 08 16:28:45 2021	1610119725	149	959	1109	943
Fri Jan 08 16:28:28 2021	1610119708	151	958	1109	958
Fri Jan 08 16:28:45 2021	1610119725	144	966	1110	952
Fri Jan 08 16:28:29 2021	1610119709	132	978	1110	960
Fri Jan 08 16:28:39 2021	1610119719	149	963	1112	963
